date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:27	85613/85613	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:26%20GMT	https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides?offset=36	www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides6253.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:27	69239/69239	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:26%20GMT	https://www.getthegloss.com/listing/beauty-tutorials-and-videos?offset=50	www.getthegloss.com/listing/beauty-tutorials-and-videose164.html	(from https://www.getthegloss.com/listing/beauty-tutorials-and-videos)
15:41:28	83104/83104	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:26%20GMT	https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides?offset=48	www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guidesd000.html	(from https://www.getthegloss.com/listing/get-the-guide-shop-health-and-beauty-guides)
15:41:28	71972/71972	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:26%20GMT	https://www.getthegloss.com/listing/beauty-features?offset=25	www.getthegloss.com/listing/beauty-features4c30.html	(from https://www.getthegloss.com/listing/beauty-features)
15:41:28	71627/71627	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:27%20GMT	https://www.getthegloss.com/listing/beauty-features?offset=50	www.getthegloss.com/listing/beauty-featurese164.html	(from https://www.getthegloss.com/listing/beauty-features)
15:41:29	64926/64926	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:27%20GMT	https://www.getthegloss.com/listing/beauty-tutorials-and-videos?offset=75	www.getthegloss.com/listing/beauty-tutorials-and-videos79ee.html	(from https://www.getthegloss.com/listing/beauty-tutorials-and-videos)
15:41:29	71045/71045	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:28%20GMT	https://www.getthegloss.com/listing/beauty-features?offset=75	www.getthegloss.com/listing/beauty-features79ee.html	(from https://www.getthegloss.com/listing/beauty-features)
15:41:30	72058/72058	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:28%20GMT	https://www.getthegloss.com/listing/beauty-features?offset=100	www.getthegloss.com/listing/beauty-features1206.html	(from https://www.getthegloss.com/listing/beauty-features)
15:41:30	72949/72949	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:28%20GMT	https://www.getthegloss.com/listing/beauty-news?offset=25	www.getthegloss.com/listing/beauty-news4c30.html	(from https://www.getthegloss.com/listing/beauty-news)
15:41:30	60407/60407	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:29%20GMT	https://www.getthegloss.com/listing/beauty-tutorials-and-videos?offset=100	www.getthegloss.com/listing/beauty-tutorials-and-videos1206.html	(from https://www.getthegloss.com/listing/beauty-tutorials-and-videos)
15:41:31	71895/71895	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:30%20GMT	https://www.getthegloss.com/listing/health-features?offset=25	www.getthegloss.com/listing/health-features4c30.html	(from https://www.getthegloss.com/listing/health-features)
15:41:32	71541/71541	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:31%20GMT	https://www.getthegloss.com/listing/health-features?offset=50	www.getthegloss.com/listing/health-featurese164.html	(from https://www.getthegloss.com/listing/health-features)
15:41:32	72752/72752	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:31%20GMT	https://www.getthegloss.com/listing/health-features?offset=75	www.getthegloss.com/listing/health-features79ee.html	(from https://www.getthegloss.com/listing/health-features)
15:41:33	71244/71244	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:32%20GMT	https://www.getthegloss.com/listing/health-features?offset=100	www.getthegloss.com/listing/health-features1206.html	(from https://www.getthegloss.com/listing/health-features)
15:41:33	72570/72570	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:32%20GMT	https://www.getthegloss.com/listing/health-news?offset=25	www.getthegloss.com/listing/health-news4c30.html	(from https://www.getthegloss.com/listing/health-news)
15:41:34	73234/73234	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:33%20GMT	https://www.getthegloss.com/listing/health-news?offset=50	www.getthegloss.com/listing/health-newse164.html	(from https://www.getthegloss.com/listing/health-news)
15:41:34	72597/72597	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:33%20GMT	https://www.getthegloss.com/listing/health-news?offset=75	www.getthegloss.com/listing/health-news79ee.html	(from https://www.getthegloss.com/listing/health-news)
15:41:35	72290/72290	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:34%20GMT	https://www.getthegloss.com/listing/health-news?offset=100	www.getthegloss.com/listing/health-news1206.html	(from https://www.getthegloss.com/listing/health-news)
15:41:35	72833/72833	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:34%20GMT	https://www.getthegloss.com/listing/mental-health?offset=25	www.getthegloss.com/listing/mental-health4c30.html	(from https://www.getthegloss.com/listing/mental-health)
15:41:36	62110/62110	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:35%20GMT	https://www.getthegloss.com/listing/mental-health?offset=50	www.getthegloss.com/listing/mental-healthe164.html	(from https://www.getthegloss.com/listing/mental-health)
15:41:38	70564/70564	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202017%2015:41:35%20GMT	https://www.getthegloss.com/listing/the-5-2-diet?offset=26	www.getthegloss.com/listing/the-5-2-dietd996.html	(from https://www.getthegloss.com/listing/the-5-2-diet)
